DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,LATITUDE,LONGITUD
24,4,2017,2,10,3,46.44220833,-98.07608611
30,4,2017,1,17,10,46.84617222,-96.86200556
1,5,2017,2,20,1,48.75368889,-99.94216111
4,5,2017,5,15,32,48.53004167,-99.20973333
5,5,2017,6,22,9,46.75522222,-100.7529917
6,5,2017,7,0,54,47.99243056,-102.4769694
9,5,2017,3,1,13,48.81098611,-99.82946389
13,5,2017,7,22,25,46.22566389,-97.63859167
28,5,2017,1,0,15,48.22225,-102.3534167
2,6,2017,6,15,8,48.37171111,-101.2964167
2,6,2017,6,18,27,46.90485,-102.66426109999999
3,6,2017,7,23,33,47.85929722,-103.9377528
9,6,2017,6,21,3,46.30741667,-96.674275
13,6,2017,3,1,35,48.24061667,-101.1255
14,6,2017,4,11,29,46.87577222,-97.59500833
18,6,2017,1,21,15,47.32811667,-101.6938778
24,6,2017,7,17,20,47.43281667,-101.1216056
28,6,2017,4,17,30,47.97784167,-102.3954722
11,6,2017,1,17,22,46.89738889,-96.88277222
11,7,2017,3,7,15,47.26827778,-97.62163611
16,7,2017,1,0,30,47.65106944,-101.4189417
16,7,2017,1,2,45,99.9999,999.9999
17,7,2017,2,10,34,47.483975,-97.34642778
18,7,2017,3,4,25,46.89196111,-98.55421389
18,7,2017,3,12,52,48.406575,-97.40594167
18,7,2017,3,18,45,47.93313056,-97.21316389
20,7,2017,5,8,52,46.42743611,-97.66357778
24,7,2017,2,4,22,47.94958889,-103.46982779999999
28,7,2017,6,22,20,47.39859444,-102.6096194
28,7,2017,6,22,50,48.14040278,-103.6670722
29,7,2017,7,15,1,46.96271111,-96.80751944
29,7,2017,7,23,25,46.19042222,-97.81943611
4,8,2017,6,21,15,46.8768,-102.5059583
6,8,2017,1,1,0,47.54532778,-97.08405
13,8,2017,1,20,21,77.7777,777.7777
14,8,2017,2,99,99,47.53856111,-101.3560361
15,8,2017,3,6,14,46.94840556,-101.0079361
16,8,2017,4,1,55,46.66005833,-99.42912778
17,8,2017,5,8,8,48.07422222,-101.7926583
19,8,2017,7,99,99,48.95000833,-100.25080279999999
19,8,2017,7,22,5,48.14025833,-103.7887639
19,8,2017,7,23,21,46.11954722,-101.33255
21,8,2017,2,18,15,47.97789722,-101.8076472
23,8,2017,4,20,19,48.35660278,-102.8124167
24,8,2017,5,18,13,47.88991667,-97.07754167
25,8,2017,6,16,46,46.70473889,-103.02045559999999
29,8,2017,3,11,39,47.97784167,-102.446075
9,9,2017,7,13,49,48.26924167,-101.5988806
9,9,2017,7,19,57,48.950125,-99.72603056
13,9,2017,4,99,99,47.29680278,-102.0917917
18,9,2017,2,9,28,46.526225,-103.0524667
18,9,2017,2,21,15,47.90373333,-97.64509722
19,9,2017,3,11,0,48.74549167,-100.9062917
19,9,2017,3,21,13,46.85457222,-96.8619
22,9,2017,6,22,37,48.830825,-99.76670278
27,9,2017,4,12,49,46.76578611,-100.7630417
4,10,2017,4,12,45,48.28454722,-103.62555
5,10,2017,5,7,10,47.7379,-99.34002778
6,10,2017,6,20,20,48.82089167,-100.81183890000001
12,10,2017,5,23,15,47.94872778,-102.7287639
20,10,2017,6,23,45,48.93455278,-98.03745
22,10,2017,1,5,10,47.86120833,-102.5357556
25,10,2017,4,0,23,46.90666389,-98.29121667
2,11,2017,5,9,28,47.09553611,-102.78675559999999
3,11,2017,6,13,26,47.80501667,-103.53335279999999
9,11,2017,5,15,52,46.4424,-98.64165
13,11,2017,2,2,56,99.9999,999.9999
13,11,2017,2,99,99,48.27677778,-97.38320833
24,11,2017,6,10,0,48.39826111,-97.86194167
1,12,2017,6,14,6,46.48183889,-103.13575279999999
11,12,2017,2,8,30,48.10791389,-98.56809167
12,12,2017,3,12,39,47.64632778,-101.8863472
16,12,2017,7,99,99,46.18045556,-96.59538611
25,8,2017,6,0,59,46.88675833,-102.79270279999999
26,9,2017,3,5,1,48.92315278,-102.2705333
3,6,2017,7,20,21,48.23981111,-101.2827972
1,1,2017,1,2,22,39.51466944,-84.39890556
4,1,2017,4,6,38,39.94823889,-83.99599167
6,1,2017,6,17,7,38.74883056,-82.23247222
6,1,2017,6,12,32,40.03746944,-82.583375
1,1,2017,1,10,32,41.55222778,-83.92138056
1,1,2017,1,2,40,39.82233889,-84.16681389
8,1,2017,1,2,20,40.32088889,-83.14305556
5,1,2017,5,7,0,39.65225278,-82.773075
5,1,2017,5,4,38,40.57571111,-81.62732222
8,1,2017,1,9,14,40.05715556,-81.44271944
6,1,2017,6,18,4,41.06356944,-80.63401111
6,1,2017,6,5,11,40.06183611,-83.00435
9,1,2017,2,18,33,39.91527222,-82.87627222
7,1,2017,7,22,4,40.65355278,-80.58789722
8,1,2017,1,13,57,41.61150833,-80.67963611
9,1,2017,2,21,15,39.79558889,-82.53198056
9,1,2017,2,7,39,40.05229444,-83.04002778
10,1,2017,3,8,32,41.29812222,-82.93170556
10,1,2017,3,6,30,41.3718,-83.8558
11,1,2017,4,6,43,40.86991111,-81.59236944
11,1,2017,4,8,5,39.83701944,-82.10455833
20,1,2017,6,22,46,40.03123889,-82.95705
15,1,2017,1,20,14,39.72863611,-84.25265833
9,1,2017,2,8,56,41.26101111,-81.75083333
10,1,2017,3,9,40,41.24191389,-81.7567
11,1,2017,4,6,40,39.24889167,-83.050325
11,1,2017,4,23,19,41.49128611,-84.55204167
12,1,2017,5,16,34,41.44014444,-81.752725
13,1,2017,6,22,10,39.10450833,-82.09884444
15,1,2017,1,1,5,40.48134722,-82.82065278
17,1,2017,3,11,10,40.53204167,-81.72061389
18,1,2017,4,2,43,39.96559722,-81.41222778
18,1,2017,4,19,47,38.85925833,-82.67031389
19,1,2017,5,18,14,39.17638889,-83.60694444
22,1,2017,1,17,10,39.55316111,-82.70886944
23,1,2017,2,14,50,41.11125,-82.02430556
3,1,2017,3,13,17,41.37844167,-82.12198889
13,1,2017,6,10,24,39.933,-83.12429722
18,1,2017,4,6,15,41.14106389,-82.21819444
14,1,2017,7,0,24,41.41304167,-82.19521111
17,1,2017,3,10,44,41.02520833,-81.78284167
21,1,2017,7,15,41,41.37444167,-83.60773889
20,1,2017,6,23,0,40.45738056,-81.40520278
26,1,2017,5,21,32,41.94269444,-80.56031944
28,1,2017,7,13,58,39.51687778,-84.3186
21,1,2017,7,17,40,40.05396944,-81.32165833
22,1,2017,1,0,35,40.57727778,-83.36965833
7,1,2017,7,14,15,39.82828056,-84.70351944
9,1,2017,2,11,29,41.4645,-81.5335
29,1,2017,1,0,45,39.51576389,-84.3904
24,1,2017,3,5,23,41.472025,-81.84519722
25,1,2017,4,12,27,41.54327222,-83.46214444
27,1,2017,6,6,41,39.84195556,-84.03232222
14,1,2017,7,2,11,41.60116389,-83.61310278
19,1,2017,5,13,34,39.39715,-83.37483889
20,1,2017,6,6,55,41.44541944,-81.58836944
24,1,2017,3,21,0,41.419125,-81.70221667
28,1,2017,7,12,34,40.94884444,-81.43682222
8,1,2017,1,3,15,41.02178889,-81.52644444
31,1,2017,3,17,8,40.11140556,-84.46917778
29,1,2017,1,20,6,41.65291944,-83.59486944
30,1,2017,2,10,41,40.70370833,-81.72686389
30,1,2017,2,7,7,39.83573056,-83.99257222
2,2,2017,5,22,38,41.62789167,-83.6453
3,2,2017,6,22,27,39.77774722,-84.72226111
6,2,2017,2,22,36,39.979575,-83.39214722
26,1,2017,5,10,1,41.69109722,-83.66432222
6,2,2017,2,5,9,39.99471389,-83.99993333
23,1,2017,2,10,36,40.09892778,-83.13464167
7,2,2017,3,15,54,39.00915,-82.55547222
1,2,2017,4,15,21,39.69932222,-83.85725556
4,1,2017,4,7,57,39.35861667,-84.3653
5,2,2017,1,5,31,39.68595833,-83.40409167
6,2,2017,2,17,48,40.71751944,-83.89927222
11,2,2017,7,6,25,41.14857222,-80.59767222
10,1,2017,3,1,31,41.07461111,-80.63713056
2,2,2017,5,4,52,41.20277778,-81.47666667
5,2,2017,1,22,35,39.15530833,-84.81900833
5,2,2017,1,23,17,41.41746944,-84.76793056
22,1,2017,1,13,41,41.37790833,-82.07636389
9,2,2017,5,11,20,38.91952778,-83.90325833
11,2,2017,7,20,9,39.4029,-84.5701
13,2,2017,2,23,41,39.74495278,-84.23229167
26,1,2017,5,14,22,40.77941667,-81.96878611
27,1,2017,6,8,30,40.73736389,-81.11721389
2,2,2017,5,1,29,40.78451944,-81.40414167
16,2,2017,5,7,47,39.44778333,-82.43960278
19,2,2017,1,19,29,39.92526111,-83.85778056
3,1,2017,3,14,23,41.39790556,-81.73455
12,1,2017,5,16,56,41.45751111,-81.57711389
1,1,2017,1,3,6,41.6599,-83.5281
17,2,2017,6,22,18,40.731125,-84.02740278
18,2,2017,7,18,22,39.9208,-83.84150833
19,2,2017,1,0,18,40.81796944,-81.60771944
19,2,2017,1,23,29,39.94481944,-82.94338889
28,1,2017,7,2,54,41.46435278,-81.58464722
22,2,2017,4,14,50,41.07701111,-82.89986944
3,2,2017,6,9,54,39.91126667,-83.02004167
6,2,2017,2,18,45,41.46624444,-81.62143333
8,2,2017,4,9,15,39.17488889,-84.16877778
16,2,2017,5,6,35,41.45734722,-84.74108056
22,2,2017,4,16,45,39.10106667,-83.21053611
11,2,2017,7,4,12,41.21758889,-83.64985278
12,2,2017,1,13,25,41.14238889,-82.21821944
13,2,2017,2,17,57,39.82873889,-84.77697778
24,1,2017,3,6,3,41.46951111,-81.80570278
3,3,2017,6,21,56,41.41324167,-81.64374444
3,3,2017,6,22,45,39.77626111,-84.22223056
13,2,2017,2,13,21,40.67458611,-83.798275
15,2,2017,4,18,40,39.20343056,-84.67356667
28,2,2017,3,11,39,40.24107778,-82.45174167
6,1,2017,6,2,39,40.75241111,-84.10514167
22,1,2017,1,5,15,39.2541,-84.42227778
17,2,2017,6,14,10,39.17958611,-84.47738611
6,2,2017,2,5,56,41.35778333,-83.11275
22,2,2017,4,6,43,41.67416111,-83.57335833
25,2,2017,7,15,40,41.66306944,-83.42914167
18,2,2017,7,12,45,39.12267778,-84.51485
18,2,2017,7,11,48,39.72853611,-84.65351111
18,2,2017,7,14,45,39.14486667,-84.40495278
19,2,2017,1,2,31,39.94788889,-82.93308611
21,2,2017,3,7,18,39.81276389,-84.227525
2,3,2017,5,14,30,38.87745833,-82.86444722
22,2,2017,4,18,30,41.62026944,-83.6645
3,3,2017,6,15,38,40.95530833,-82.13361944
3,3,2017,6,4,52,39.93268056,-82.83086944
7,3,2017,3,16,29,40.33198611,-83.55923056
22,2,2017,4,5,0,41.67085833,-84.03588056
24,2,2017,6,21,40,40.66193889,-81.75008333
1,1,2017,1,3,49,41.34375278,-82.07817778
17,2,2017,6,12,22,40.20451667,-83.18905278
24,2,2017,6,15,32,39.45904722,-82.72070556
26,2,2017,1,17,57,40.855575,-82.62895
9,2,2017,5,16,32,41.05245,-81.48158056
24,2,2017,6,18,3,41.37838333,-82.15445556
2,3,2017,5,5,40,41.66849444,-83.55731944
13,3,2017,2,23,50,39.09845278,-83.24655556
3,3,2017,6,21,12,40.09318056,-83.40643333
31,1,2017,3,14,7,39.949825,-83.11075
28,2,2017,3,2,15,41.69514722,-83.50195833
3,3,2017,6,0,45,39.9808,-83.24980278
3,3,2017,6,11,5,39.10516944,-84.50897778
4,3,2017,7,22,20,39.29963889,-82.91402778
4,3,2017,7,18,9,40.79745278,-81.41691389
6,3,2017,2,8,26,40.498425,-83.69762222
7,3,2017,3,14,25,39.44090556,-82.97408333
8,3,2017,4,9,0,38.87251389,-83.01501389
9,3,2017,5,18,54,39.89021389,-82.99725278
10,3,2017,6,13,38,39.41661944,-84.54911944
11,3,2017,7,7,32,40.3337,-81.15869167
31,1,2017,3,6,30,39.87904722,-83.02766111
20,2,2017,2,12,25,40.84216111,-80.69264167
16,2,2017,5,21,55,40.54408333,-83.57809167
15,3,2017,4,15,50,40.04319167,-83.27036944
24,2,2017,6,3,40,41.65905556,-83.55497778
27,2,2017,2,18,35,40.66921944,-81.62645833
1,3,2017,4,17,39,39.04689167,-81.86201111
13,3,2017,2,17,31,40.69848611,-84.10820833
3,3,2017,6,16,15,38.87947222,-83.62671944
5,3,2017,1,20,54,39.91612222,-82.890875
7,3,2017,3,12,45,40.77808611,-82.63290278
13,3,2017,2,16,20,40.86101389,-84.13829722
8,3,2017,4,8,39,39.01581944,-82.84753611
10,3,2017,6,16,46,39.64239722,-84.10675833
10,3,2017,6,14,55,38.99221944,-82.53972222
12,3,2017,1,20,20,41.61026944,-83.71318056
13,3,2017,2,20,46,40.87331944,-82.41251389
16,3,2017,5,19,20,40.82604444,-83.47737778
19,3,2017,1,8,39,41.63880278,-83.29273056
19,3,2017,1,2,55,39.857,-84.40161111
21,3,2017,3,18,10,38.72251667,-83.14405
22,3,2017,4,16,7,40.18244167,-82.52096111
23,3,2017,5,7,56,41.23753889,-82.30423333
25,3,2017,7,22,14,39.82835556,-84.67654167
26,3,2017,1,0,48,41.65291111,-83.3514
29,3,2017,4,5,20,41.04373611,-83.33176667
24,1,2017,3,13,29,41.13309444,-80.62415556
2,4,2017,1,14,38,41.39733611,-81.01695
25,3,2017,7,1,40,39.93391111,-82.85246111
23,2,2017,5,16,44,39.42965278,-84.61791944
6,3,2017,2,22,2,41.54632778,-81.58876389
17,3,2017,6,16,17,41.21917222,-82.11995556
17,3,2017,6,15,39,39.76350556,-81.89364444
3,2,2017,6,18,15,41.56350556,-81.54129167
28,3,2017,3,10,46,39.18426111,-84.52246389
2,4,2017,1,16,21,41.39230556,-82.57433611
17,3,2017,6,21,10,40.48823611,-84.16946111
18,3,2017,7,19,32,39.91261111,-82.82956111
9,3,2017,5,12,40,40.42248889,-80.74523889
13,3,2017,2,10,50,41.03561111,-81.564725
20,3,2017,2,15,48,41.42690556,-81.68279444
19,3,2017,1,1,0,40.11316944,-81.07740278
19,3,2017,1,4,21,39.29151111,-84.4666
19,3,2017,1,18,10,40.12945,-82.74035556
21,2,2017,3,20,0,41.02508611,-81.50505833
30,3,2017,5,4,0,41.56938056,-81.58476111
10,4,2017,2,2,5,39.19694167,-84.50941111
21,3,2017,3,7,24,39.6318,-84.4657
17,3,2017,6,9,21,39.79756111,-82.57340833
22,3,2017,4,7,49,39.37885833,-82.97518889
13,4,2017,5,2,9,40.11003889,-82.9781
17,4,2017,2,16,20,41.16587778,-83.10246389
17,4,2017,2,0,33,41.70313056,-84.20849444
22,3,2017,4,6,45,41.50389167,-81.66279167
11,4,2017,3,14,35,39.53411389,-81.653975
16,4,2017,1,15,38,38.96706944,-82.30298611
23,3,2017,5,14,25,39.95864167,-83.11933889
26,3,2017,1,1,15,39.50353611,-84.32302222
27,3,2017,2,16,7,39.8335,-84.19860278
12,4,2017,4,22,20,39.55213611,-83.60118056
31,3,2017,6,14,10,41.402975,-81.96332222
20,4,2017,5,8,40,40.99921389,-81.03032778
31,3,2017,6,19,9,39.53260278,-83.19226389
2,4,2017,1,6,38,39.74902778,-84.13508889
3,3,2017,6,19,0,40.030675,-82.42330278
9,4,2017,1,17,9,41.30483333,-82.49291389
21,4,2017,6,13,47,41.44101944,-82.23531667
4,4,2017,3,13,58,40.3832,-81.39651111
24,4,2017,2,3,16,40.48626667,-82.73358889
7,4,2017,6,8,55,41.64011667,-84.13192222
8,4,2017,7,21,10,40.94939167,-82.33002778
9,4,2017,1,16,1,39.58338056,-84.68537778
10,4,2017,2,15,56,39.92547778,-83.803575
18,2,2017,7,16,2,39.77024722,-84.08574722
14,4,2017,6,17,16,39.58494444,-82.52791667
17,4,2017,2,22,36,41.65535,-81.40209167
16,3,2017,5,10,0,40.01320833,-82.60397222
3,4,2017,2,20,38,41.63459167,-83.56036667
27,3,2017,2,9,10,41.21366667,-81.62610556
14,2,2017,3,12,18,40.08385278,-82.42771111
28,1,2017,7,1,30,41.61737778,-83.48529167
8,3,2017,4,14,31,39.50515,-84.19708889
19,4,2017,4,16,0,39.57355,-83.85780833
15,4,2017,7,9,53,40.71896389,-82.9185
16,4,2017,1,14,53,39.96271944,-82.99626111
17,4,2017,2,21,1,41.20828056,-81.26052222
23,3,2017,5,22,8,41.10575556,-80.67588889
8,4,2017,7,15,2,39.21371667,-84.45318611
17,4,2017,2,13,27,41.0099,-81.81508333
17,4,2017,2,8,52,39.86732778,-82.96972222
18,4,2017,3,19,2,41.43298889,-83.87934167
31,3,2017,6,16,39,39.6138,-84.16001944
10,4,2017,2,14,21,40.38635,-84.16073056
18,4,2017,3,9,7,40.79671111,-81.76323611
23,4,2017,1,0,16,41.33555556,-82.38305556
24,4,2017,2,8,20,40.32472222,-82.41138889
27,4,2017,5,16,32,39.18057222,-84.52005
27,4,2017,5,20,52,41.76317778,-80.817025
28,4,2017,6,0,8,41.56330278,-83.46041944
30,4,2017,1,14,59,40.90089444,-81.23462778
2,4,2017,1,12,39,41.37127222,-83.65039167
1,5,2017,2,2,44,39.53083333,-84.30444444
23,4,2017,1,5,0,41.04208889,-81.15965278
28,4,2017,6,5,52,41.32330556,-82.69318056
1,5,2017,2,12,25,40.66777778,-82.28555556
2,5,2017,3,23,56,39.990125,-82.62556944
15,4,2017,7,22,57,39.67289167,-84.21869444
25,3,2017,7,18,58,40.24614722,-83.79947222
22,4,2017,7,14,51,39.95512222,-82.80827778
12,4,2017,4,9,58,39.13645,-84.42681667
19,4,2017,4,14,50,40.65193056,-83.10504167
2,4,2017,1,2,30,39.98625556,-83.11132222
21,4,2017,6,14,54,41.10861389,-84.03530278
22,4,2017,7,2,15,39.65001944,-84.25131944
23,4,2017,1,8,40,39.46543333,-81.43089722
13,4,2017,5,17,50,41.60587778,-81.4971
23,4,2017,1,15,37,41.2747,-82.11015
30,4,2017,1,16,45,39.7666,-84.19913889
25,4,2017,3,5,43,39.04641667,-84.24463889
26,4,2017,4,12,20,41.79033611,-80.58661111
27,4,2017,5,21,16,40.8136,-81.42536111
28,4,2017,6,0,45,40.67291667,-83.07327778
28,4,2017,6,7,0,39.78749167,-82.61452778
30,4,2017,1,16,10,39.95701667,-82.70356111
26,4,2017,4,11,7,39.17897222,-84.40182222
10,5,2017,4,20,55,40.06131944,-82.99251111
2,5,2017,3,13,46,40.65118611,-84.58033056
3,5,2017,4,8,54,40.91335278,-80.69310278
11,5,2017,5,3,39,39.99401944,-82.98938889
27,4,2017,5,1,30,39.95793333,-82.64631389
29,4,2017,7,22,0,41.64641389,-83.72313333
16,4,2017,1,10,28,39.19830278,-84.67350833
3,5,2017,4,11,34,41.61454167,-84.51658056
11,5,2017,5,16,46,40.23764444,-83.40103611
3,5,2017,4,11,59,39.93182778,-83.86445
14,5,2017,1,11,43,40.74978333,-84.78169167
14,1,2017,7,0,4,39.53195833,-82.8409
8,5,2017,2,8,0,41.29253333,-80.80918333
6,5,2017,7,1,4,39.94419167,-82.58378333
10,5,2017,4,3,1,41.67206667,-83.87886667
13,5,2017,7,2,48,40.36873333,-83.76745833
16,4,2017,1,21,45,41.53756667,-81.618225
10,5,2017,4,18,26,40.01015556,-83.63184444
16,5,2017,3,13,4,40.06115833,-83.25355556
13,5,2017,7,11,50,41.58056667,-83.68454722
15,5,2017,2,17,32,41.18093611,-81.88748889
28,1,2017,7,5,1,40.88311111,-80.69387222
13,5,2017,7,19,15,40.88380833,-82.71288889
18,5,2017,5,2,12,41.43363056,-81.60612222
14,4,2017,6,1,53,41.49653889,-81.67797778
16,4,2017,1,3,58,41.44535556,-81.59673611
5,5,2017,6,21,41,41.61599167,-81.51471111
15,5,2017,2,13,18,39.22070278,-84.51776667
22,4,2017,7,6,45,41.61928889,-83.64649444
24,5,2017,4,12,1,39.970075,-83.04604167
23,5,2017,3,11,35,41.6625,-83.51466111
1,3,2017,4,20,45,40.36923056,-81.03209444
18,2,2017,7,2,41,40.2264,-84.428525
16,5,2017,3,15,10,39.83777222,-82.49761111
26,5,2017,6,1,30,39.58054722,-82.90594722
1,5,2017,2,15,50,40.74649167,-83.64311389
5,3,2017,1,23,0,39.78286667,-84.81429167
14,5,2017,1,20,58,39.04947222,-82.06009444
20,5,2017,7,16,38,40.69278333,-82.58741111
4,4,2017,3,20,15,39.54580278,-84.45961944
23,5,2017,3,19,40,40.45471944,-82.95821111
13,4,2017,5,21,58,40.81133889,-81.37725278
1,6,2017,5,18,0,39.89061111,-83.13088056
5,5,2017,6,21,17,39.15681111,-84.25496667
23,5,2017,3,7,38,39.02163889,-82.60691111
1,4,2017,7,3,23,41.04425833,-81.5465
16,5,2017,3,13,57,40.13588333,-84.34321111
5,5,2017,6,12,34,39.51253611,-83.40831667
21,5,2017,1,3,10,41.31579722,-82.06963611
25,5,2017,5,20,6,39.53596944,-84.22609444
27,5,2017,7,19,51,40.21386389,-81.36528056
28,5,2017,1,22,31,40.153425,-84.24013333
29,5,2017,2,12,27,39.38930556,-84.44258056
2,6,2017,6,15,33,40.54919722,-84.676125
11,5,2017,5,14,34,39.49792222,-81.45985556
9,4,2017,1,1,31,41.42441111,-81.61917778
2,6,2017,6,16,30,40.59723889,-83.03555
7,6,2017,4,22,25,41.33049722,-81.87157778
19,4,2017,4,2,34,40.71166389,-81.08553889
17,5,2017,4,10,56,38.93395,-83.41678333
20,5,2017,7,15,17,40.12106667,-83.10970278
24,5,2017,4,16,18,41.53390556,-81.17993889
25,5,2017,5,4,50,40.38651667,-81.56028611
3,6,2017,7,17,29,41.06927778,-82.48700000000001
3,6,2017,7,3,44,40.06884167,-84.23301944
26,5,2017,6,23,50,40.43676111,-83.07493611
27,5,2017,7,16,35,41.18815556,-82.72485833
21,5,2017,1,14,26,41.01493611,-83.60518611
15,5,2017,2,3,0,40.91945,-81.42374167
2,6,2017,6,2,20,39.26259722,-84.44038333
3,6,2017,7,23,11,39.55016667,-83.29534167
28,5,2017,1,13,24,40.71485278,-81.29093056
17,5,2017,4,18,0,41.11186944,-80.66403889
25,5,2017,5,13,57,41.49172222,-81.41684722
6,6,2017,3,12,19,41.61167222,-81.2353
1,6,2017,5,23,5,39.21669444,-84.50663889
2,6,2017,6,12,41,39.44531389,-83.89274444
2,6,2017,6,21,47,39.96290833,-84.01498889
15,5,2017,2,17,59,41.43139722,-83.97264444
3,6,2017,7,12,55,40.55893056,-81.63323056
12,3,2017,1,22,13,40.33866111,-84.07461944
3,6,2017,7,4,20,39.40957222,-84.67176944
4,6,2017,1,15,51,39.64301944,-82.46015278
5,6,2017,2,17,25,39.95311111,-82.13115278
6,5,2017,7,2,31,39.14877778,-84.59211667
9,6,2017,6,12,50,41.10808889,-81.32751389
4,6,2017,1,14,5,40.42277778,-81.35861111
8,6,2017,5,3,19,40.94480278,-82.66703333
10,6,2017,7,4,15,41.32933889,-81.80458333
5,6,2017,2,17,5,39.2275,-84.20355833
6,6,2017,3,15,20,39.08004167,-84.63223611
9,6,2017,6,17,5,39.69736111,-83.749
12,6,2017,2,23,47,39.51805556,-83.71305833
13,6,2017,3,19,35,41.26437222,-83.15339167
13,6,2017,3,17,34,39.51673889,-84.40059722
23,2,2017,5,20,3,39.87852222,-83.05923333
14,6,2017,4,8,0,41.37690556,-82.89204167
14,6,2017,4,7,29,41.53035278,-84.00373611
15,6,2017,5,10,41,39.86605556,-84.54059722
17,6,2017,7,17,59,39.70934167,-84.28013056
18,6,2017,1,14,44,41.32427778,-82.55677778
15,6,2017,5,11,5,40.9876,-80.6319
15,6,2017,5,3,15,39.94130833,-83.52789167
7,5,2017,1,22,38,41.50044722,-81.63950278
25,3,2017,7,21,53,40.79719722,-81.41932222
6,4,2017,5,6,23,41.40950278,-84.12884167
10,4,2017,2,11,12,41.38456111,-84.16584444
9,5,2017,3,20,18,41.0731,-83.6599
3,6,2017,7,18,37,41.60518333,-81.50284167
14,6,2017,4,20,0,40.36722778,-81.56201944
6,6,2017,3,16,31,39.8099,-84.264075
17,6,2017,7,21,1,39.53538889,-84.28663056
22,6,2017,5,5,58,41.01357778,-83.10801944
24,6,2017,7,23,12,40.28583333,-84.16801944
11,6,2017,1,17,52,41.26806389,-84.34860833
17,6,2017,7,22,34,41.203575,-84.33351944
14,6,2017,4,14,59,39.96925278,-84.48288889
14,6,2017,4,13,37,39.67610278,-84.24023056
14,6,2017,4,12,27,40.62591944,-81.36008333
22,6,2017,5,21,4,41.07044444,-82.22035278
9,6,2017,6,11,45,39.50602778,-81.78201389
14,6,2017,4,21,35,41.20474722,-82.21650556
15,6,2017,5,19,30,40.34166667,-81.56972222
17,6,2017,7,16,39,39.98118889,-83.1507
17,6,2017,7,20,59,40.67111667,-83.01370278
17,6,2017,7,13,26,41.17108611,-82.30905278
18,6,2017,1,15,20,39.7209,-82.30918611
18,6,2017,1,2,3,39.92273056,-82.89861111
19,6,2017,2,15,32,39.94181944,-81.60463611
19,6,2017,2,5,16,39.40599167,-84.51926111
22,6,2017,5,0,47,40.11296389,-82.97601667
23,6,2017,6,7,47,41.34128333,-83.36878611
23,6,2017,6,15,23,40.86777778,-81.68638889
24,6,2017,7,22,4,39.95533333,-81.59395
25,6,2017,1,20,10,41.43288889,-81.27195833
16,6,2017,6,17,19,39.04350833,-83.928625
20,6,2017,3,11,22,41.283775,-82.78623333
1,7,2017,7,0,48,39.7883,-84.2127
10,6,2017,7,13,0,40.66509722,-81.03644444
16,6,2017,6,23,24,40.74629167,-82.01395278
21,6,2017,4,1,38,40.63194444,-83.07305556
22,6,2017,5,3,21,40.34357222,-84.33058611
25,6,2017,1,2,27,40.45336389,-82.95086111
25,6,2017,1,18,10,39.62697222,-81.24055833
15,5,2017,2,14,47,39.59541944,-84.55494444
16,6,2017,6,19,32,39.37866667,-84.27921389
2,7,2017,1,2,36,40.04800556,-84.63066667
1,7,2017,7,22,30,40.89073056,-83.33939167
1,7,2017,7,15,4,39.75786111,-83.19481944
22,5,2017,2,17,48,39.02865556,-84.32438056
6,4,2017,5,17,4,40.69606667,-82.55258889
28,5,2017,1,21,22,39.21366389,-84.68771389
17,6,2017,7,18,5,41.23326111,-84.75419722
7,6,2017,4,8,35,39.95555278,-81.94439167
23,6,2017,6,6,38,39.90363611,-82.33140833
24,6,2017,7,18,11,40.48286111,-81.55971667
29,6,2017,5,20,50,40.54401667,-81.53315556
29,6,2017,5,9,15,41.24924167,-82.54144167
1,7,2017,7,11,57,39.96086111,-83.508925
13,6,2017,3,22,31,39.19660556,-84.335
27,6,2017,3,9,53,41.68717222,-83.78557778
24,6,2017,7,19,1,41.204825,-81.44198333
25,6,2017,1,11,45,40.127525,-82.34673333
30,6,2017,6,11,5,41.78174167,-80.80950833
28,6,2017,4,13,47,39.35308611,-83.35867222
5,7,2017,4,14,30,41.67084444,-84.03586944
14,6,2017,4,7,58,40.87136944,-81.25778056
2,7,2017,1,16,5,39.12578611,-83.71007778
3,7,2017,2,2,43,39.92833611,-82.50140278
7,7,2017,6,11,19,39.81886667,-83.58579444
7,5,2017,1,17,52,41.43388889,-81.81912778
9,6,2017,6,17,26,41.14727778,-81.63615278
10,7,2017,2,16,5,40.3784,-81.9511
1,7,2017,7,17,52,38.69363056,-82.25393333
28,6,2017,4,3,7,41.56767222,-83.717225
4,7,2017,3,21,16,40.69306111,-80.56200278
6,7,2017,5,1,30,40.66231944,-81.23966667
7,7,2017,6,20,54,39.99523889,-82.98510833
7,7,2017,6,9,23,41.01334722,-81.04945833
7,7,2017,6,5,55,41.39887222,-81.455
9,7,2017,1,22,2,40.61949167,-82.24645278
27,5,2017,7,20,19,41.51659722,-81.63649167
15,5,2017,2,4,53,39.22303056,-84.35456667
29,5,2017,2,14,34,41.29600278,-81.72446389
20,6,2017,3,16,16,41.16021944,-81.4692
28,6,2017,4,15,47,40.95890833,-81.46646944
5,7,2017,4,21,30,41.097175,-80.6347
29,5,2017,2,1,0,41.46188333,-81.62148333
15,7,2017,7,18,47,39.843125,-84.05120556
17,6,2017,7,21,35,41.49364444,-81.71139722
